id;card_id;price_from;monthly_avg;weekly_avg;daily_avg;available_items;date_id
1503;191;0.01;0.03;0.02;0.01;5032.0;6
1504;192;0.02;0.05;0.04;0.04;2921.0;6
1505;193;0.01;0.05;0.06;0.02;4785.0;6
1506;194;0.02;0.07;0.16;0.05;2838.0;6
1507;195;0.01;0.03;0.07;0.02;4772.0;6
1508;196;0.01;0.03;0.07;0.09;4785.0;6
1509;197;0.01;0.05;0.07;0.08;2920.0;6
1510;198;0.01;0.06;0.05;0.05;4895.0;6
1511;199;0.01;0.03;0.02;0.02;4804.0;6
1512;200;0.02;0.04;0.03;0.11;2808.0;6
1513;201;0.02;0.08;0.05;0.02;2824.0;6
1514;202;0.01;0.04;0.04;0.04;2893.0;6
1515;203;0.01;0.05;0.06;0.1;4817.0;6
1516;204;0.01;0.02;0.04;0.02;4827.0;6
1517;205;0.01;0.03;0.04;0.02;4910.0;6
1518;206;0.02;0.08;0.06;0.1;3000.0;6
1519;207;0.01;0.09;0.05;0.02;3012.0;6
1520;208;0.02;0.09;0.08;0.13;2996.0;6
1521;209;0.02;0.07;0.09;0.03;2856.0;6
1522;210;0.01;0.04;0.03;0.01;4773.0;6
1523;211;0.01;0.12;0.06;0.04;4739.0;6
1524;212;0.01;0.06;0.08;0.05;4795.0;6
1525;213;0.02;0.06;0.08;0.1;2971.0;6
1526;214;0.01;0.03;0.04;0.02;4796.0;6
1527;215;0.02;0.08;0.09;0.04;2913.0;6
1528;216;0.01;0.08;0.05;0.05;2945.0;6
1529;217;0.01;0.05;0.07;0.04;4939.0;6
1530;218;0.01;0.03;0.03;0.02;4786.0;6
1531;219;0.01;0.04;0.02;0.02;4803.0;6
1532;220;0.01;0.04;0.04;0.02;4623.0;6
1533;221;0.01;0.02;0.03;0.02;4797.0;6
1534;222;0.01;0.06;0.06;0.04;2857.0;6
1535;223;0.01;0.04;0.04;0.03;2886.0;6
1536;224;0.01;0.05;0.08;0.12;5023.0;6
1537;225;0.01;0.04;0.06;0.02;4690.0;6
1538;226;0.01;0.02;0.02;0.02;4732.0;6
1539;227;0.01;0.04;0.04;0.02;4843.0;6
1540;228;0.01;0.05;0.05;0.02;3000.0;6
1541;229;0.01;0.03;0.04;0.02;4836.0;6
1542;230;0.01;0.04;0.04;0.05;4732.0;6
1543;231;0.01;0.03;0.03;0.03;2822.0;6
1544;232;0.01;0.04;0.03;0.02;4821.0;6
1545;233;0.01;0.03;0.03;0.11;4926.0;6
1546;234;0.01;0.04;0.04;0.05;4855.0;6
1547;235;0.01;0.05;0.05;0.05;4835.0;6
1548;236;0.01;0.03;0.02;0.02;4836.0;6
1549;237;0.01;0.04;0.07;0.02;4944.0;6
1550;238;0.01;0.04;0.1;0.18;4840.0;6
1551;239;0.01;0.03;0.07;0.08;4887.0;6
1552;240;0.01;0.03;0.03;0.04;4812.0;6
1553;241;0.01;0.04;0.02;0.02;4832.0;6
1554;242;0.01;0.03;0.08;0.1;4792.0;6
1555;243;0.01;0.07;0.02;0.02;4894.0;6
1556;244;0.01;0.04;0.02;0.02;4689.0;6
1557;245;0.01;0.03;0.03;0.02;4768.0;6
1558;246;0.01;0.03;0.03;0.03;4863.0;6
1559;247;0.01;0.03;0.03;0.01;4913.0;6
1560;248;0.01;0.02;0.02;0.02;4762.0;6
1561;249;0.01;0.04;0.05;0.02;4690.0;6
1562;250;0.02;0.03;0.04;0.04;2896.0;6
1563;251;0.01;0.03;0.02;0.03;4825.0;6
1564;252;0.01;0.02;0.02;0.02;4766.0;6
1565;253;0.01;0.03;0.03;0.02;4769.0;6
1566;254;0.01;0.03;0.03;0.04;2841.0;6
1567;255;0.01;0.05;0.06;0.05;4764.0;6
1568;256;0.01;0.03;0.05;0.05;4862.0;6
1569;257;0.01;0.03;0.04;0.05;4695.0;6
1570;258;0.01;0.04;0.02;0.01;4809.0;6
1571;259;0.01;0.04;0.03;0.01;4868.0;6
1572;260;0.01;0.02;0.04;0.02;4888.0;6
1573;261;0.01;0.03;0.03;0.02;4810.0;6
1574;262;0.01;0.02;0.03;0.02;4920.0;6
1575;263;32.85;33.33;36.81;39.4;38.0;6
1576;264;16.85;19.28;19.3;17.99;39.0;6
1577;1;0.15;0.92;0.97;0.72;1131.0;7
1578;2;0.02;0.23;0.21;0.15;2138.0;7
1579;3;0.1;0.38;0.34;0.4;1396.0;7
1580;4;1.2;2.21;2.53;1.93;318.0;7
1581;5;8.99;12.7;12.6;12.0;215.0;7
1582;6;0.02;0.36;0.49;0.39;989.0;7
1583;7;0.15;0.84;0.89;1.23;342.0;7
1584;8;0.01;0.11;0.07;0.04;7087.0;7
1585;9;0.01;0.09;0.09;0.09;4363.0;7
1586;10;0.1;0.37;0.41;0.43;1205.0;7
1587;11;24.0;28.44;28.74;29.16;155.0;7
1588;12;5.99;8.05;8.01;7.98;224.0;7
1589;13;0.05;0.81;0.77;0.35;438.0;7
1590;14;0.19;0.49;0.5;0.78;765.0;7
1591;15;3.99;5.18;5.17;5.39;317.0;7
1592;16;0.35;1.16;1.42;0.72;2074.0;7
1593;17;1.0;2.22;2.52;3.05;353.0;7
1594;18;4.99;7.51;7.5;5.49;254.0;7
1595;19;0.1;0.52;0.42;0.53;969.0;7
1596;20;7.49;9.58;9.21;10.74;289.0;7
1597;21;0.65;1.39;1.4;0.99;253.0;7
1598;22;1.14;1.85;1.97;2.35;355.0;7
1599;23;0.19;0.72;0.8;0.3;562.0;7
1600;24;16.5;22.2;21.68;18.98;150.0;7
1601;25;17.5;18.9;20.45;21.0;148.0;7
1602;26;1.4;2.54;2.47;2.39;441.0;7
1603;27;1.98;3.05;3.01;2.66;220.0;7
1604;28;0.02;0.12;0.12;0.05;3743.0;7
1605;29;1.0;2.22;2.53;2.24;390.0;7
1606;30;1.5;2.56;2.58;2.25;389.0;7
1607;31;10.0;14.51;14.28;15.38;217.0;7
1608;32;8.0;11.66;11.78;14.3;228.0;7
1609;33;2.99;4.82;5.18;5.82;239.0;7
1610;34;1.87;3.36;3.67;2.87;375.0;7
1611;35;2.99;5.3;5.93;5.47;311.0;7
1612;36;3.49;4.56;4.56;4.4;372.0;7
1613;37;0.01;0.16;0.16;0.05;3689.0;7
1614;38;0.6;1.96;2.28;2.88;290.0;7
1615;39;0.1;0.64;0.68;0.99;585.0;7
1616;40;0.1;0.66;0.69;0.72;651.0;7
1617;41;0.1;0.3;0.25;0.17;1577.0;7
1618;42;4.5;5.79;5.95;4.73;322.0;7
1619;43;0.1;0.48;0.6;0.35;1357.0;7
1620;44;0.01;0.09;0.13;0.02;4069.0;7
1621;45;9.99;9.83;11.67;10.75;357.0;7
1622;46;0.1;0.38;0.49;0.52;1139.0;7
1623;47;0.1;0.45;0.46;0.35;1171.0;7
1624;48;0.02;0.32;0.34;0.49;1696.0;7
1625;49;0.05;0.3;0.3;0.3;1287.0;7
1626;50;0.2;0.92;0.83;0.91;329.0;7
1627;51;20.0;23.82;25.44;24.98;162.0;7
1628;52;0.02;0.19;0.21;0.2;3019.0;7
1629;53;4.45;8.75;9.7;9.63;152.0;7
1630;54;0.01;0.08;0.08;0.05;5169.0;7
1631;55;0.02;0.18;0.19;0.27;2853.0;7
1632;56;0.95;1.65;1.68;1.5;539.0;7
1633;57;0.02;0.14;0.15;0.25;2125.0;7
1634;58;0.02;0.14;0.13;0.09;1838.0;7
1635;59;5.0;7.15;7.5;6.74;231.0;7
1636;60;0.09;0.25;0.29;0.2;1853.0;7
1637;61;0.01;0.14;0.1;0.09;3429.0;7
1638;62;20.0;27.32;27.33;26.0;156.0;7
1639;63;1.5;2.51;2.22;1.73;205.0;7
1640;64;0.09;0.42;0.24;0.23;1380.0;7
1641;65;0.08;0.32;0.37;0.3;1550.0;7
1642;66;12.46;17.85;18.55;17.75;230.0;7
1643;67;0.49;0.92;0.91;1.0;856.0;7
1644;68;0.04;0.24;0.21;0.2;1844.0;7
1645;69;38.94;44.46;46.09;46.6;152.0;7
1646;70;16.49;21.49;22.25;18.48;169.0;7
1647;71;0.09;0.25;0.25;0.14;2082.0;7
1648;72;0.02;0.18;0.22;0.32;1729.0;7
1649;73;0.1;0.36;0.4;0.2;1319.0;7
1650;74;0.01;0.14;0.24;0.02;3613.0;7
1651;75;1.4;2.32;2.34;2.75;884.0;7
1652;76;0.05;0.19;0.15;0.1;1975.0;7
1653;77;0.04;0.31;0.22;0.09;1757.0;7
1654;78;0.05;0.34;0.34;0.99;1855.0;7
1655;79;0.02;0.13;0.12;0.05;2844.0;7
1656;80;0.01;0.12;0.17;0.24;2594.0;7
1657;81;0.02;0.15;0.15;0.02;1904.0;7
1658;82;0.01;0.08;0.08;0.25;4406.0;7
1659;83;0.01;0.1;0.13;0.05;3549.0;7
1660;84;0.02;0.16;0.15;0.5;2653.0;7
1661;85;4.44;6.26;5.69;7.31;329.0;7
1662;86;0.19;0.46;0.36;0.25;1054.0;7
1663;87;0.05;0.28;0.25;0.05;1994.0;7
1664;88;0.01;0.14;0.15;0.1;2344.0;7
1665;89;0.02;0.13;0.16;0.21;1952.0;7
1666;90;1.73;2.76;2.8;2.5;384.0;7
1667;91;0.02;0.18;0.2;0.31;3290.0;7
1668;92;15.88;19.82;20.33;21.0;219.0;7
1669;93;0.02;0.07;0.1;0.2;2685.0;7
1670;94;0.01;0.05;0.07;0.05;4952.0;7
1671;95;5.0;7.21;6.76;6.0;611.0;7
1672;96;0.02;0.15;0.15;0.05;2791.0;7
1673;97;0.01;0.09;0.04;0.02;4656.0;7
1674;98;0.02;0.13;0.08;0.05;2241.0;7
1675;99;0.08;0.46;0.54;0.59;896.0;7
1676;100;1.0;1.97;2.02;1.49;1034.0;7
1677;101;0.02;0.13;0.06;0.02;2433.0;7
1678;102;0.02;0.11;0.12;0.06;2645.0;7
1679;103;0.02;0.09;0.06;0.09;2476.0;7
1680;104;0.01;0.08;0.1;0.02;4725.0;7
1681;105;1.2;2.32;1.71;1.35;486.0;7
1682;106;0.02;0.1;0.07;0.1;2501.0;7
1683;107;0.01;0.14;0.12;0.14;3074.0;7
1684;108;0.01;0.12;0.11;0.02;2720.0;7
1685;109;0.05;0.15;0.14;0.2;2651.0;7
1686;110;0.02;0.21;0.23;0.18;1661.0;7
1687;111;0.01;0.05;0.09;0.02;4954.0;7
1688;112;0.02;0.15;0.1;0.07;2615.0;7
1689;113;0.01;0.06;0.05;0.02;4475.0;7
1690;114;0.02;0.12;0.11;0.25;2382.0;7
1691;115;0.01;0.12;0.12;0.06;2165.0;7
1692;116;0.02;0.12;0.07;0.1;2784.0;7
1693;117;1.25;1.76;1.58;1.5;819.0;7
1694;118;0.02;0.13;0.16;0.1;2459.0;7
1695;119;0.01;0.12;0.11;0.08;3028.0;7
1696;120;0.01;0.11;0.13;0.02;4911.0;7
1697;121;0.01;0.13;0.12;0.15;3312.0;7
1698;122;0.02;0.12;0.1;0.05;2698.0;7
1699;123;0.01;0.05;0.04;0.02;4623.0;7
1700;124;0.01;0.12;0.2;0.49;3053.0;7
1701;125;0.01;0.03;0.02;0.03;4896.0;7
1702;126;0.01;0.03;0.04;0.02;4780.0;7
1703;127;0.01;0.06;0.06;0.05;4964.0;7
1704;128;0.02;0.07;0.06;0.05;2875.0;7
1705;129;0.02;0.26;0.25;0.75;1042.0;7
1706;130;0.05;0.29;0.42;0.85;947.0;7
1707;131;0.01;0.06;0.06;0.05;4874.0;7
1708;132;0.1;0.28;0.25;0.18;1673.0;7
1709;133;0.01;0.05;0.05;0.04;4889.0;7
1710;134;0.01;0.09;0.05;0.03;2888.0;7
1711;135;0.02;0.12;0.13;0.11;1933.0;7
1712;136;0.01;0.06;0.05;0.04;4635.0;7
1713;137;0.01;0.05;0.05;0.05;4880.0;7
1714;138;0.01;0.07;0.07;0.12;4979.0;7
1715;139;0.02;0.11;0.09;0.06;2687.0;7
1716;140;0.01;0.03;0.03;0.01;4924.0;7
1717;141;0.02;0.06;0.06;0.1;2744.0;7
1718;142;0.02;0.06;0.09;0.05;2824.0;7
1719;143;0.02;0.1;0.2;0.05;3214.0;7
1720;144;0.02;0.06;0.07;0.05;2755.0;7
1721;145;0.01;0.06;0.03;0.1;4848.0;7
1722;146;0.02;0.07;0.13;0.15;2618.0;7
1723;147;0.02;0.09;0.07;0.02;2753.0;7
1724;148;0.01;0.02;0.02;0.02;2916.0;7
1725;149;0.01;0.04;0.03;0.05;5473.0;7
1726;150;0.01;0.07;0.07;0.19;2914.0;7
1727;151;0.01;0.05;0.05;0.02;2874.0;7
1728;152;0.01;0.07;0.1;0.08;2810.0;7
1729;153;0.01;0.06;0.08;0.09;4935.0;7
1730;154;0.01;0.06;0.08;0.05;5658.0;7
1731;155;0.01;0.09;0.16;0.3;4979.0;7
1732;156;0.01;0.04;0.03;0.02;4932.0;7
1733;157;0.02;0.1;0.17;0.5;2701.0;7
1734;158;0.01;0.05;0.04;0.02;4864.0;7
1735;159;0.02;0.06;0.05;0.05;2824.0;7
1736;160;0.01;0.04;0.04;0.01;4922.0;7
1737;161;0.01;0.05;0.06;0.05;4962.0;7
1738;162;0.01;0.05;0.07;0.05;2987.0;7
1739;163;0.02;0.08;0.13;0.02;2963.0;7
1740;164;0.01;0.06;0.1;0.1;4768.0;7
1741;165;0.01;0.06;0.07;0.05;5020.0;7
1742;166;0.01;0.05;0.04;0.05;4870.0;7
1743;167;0.02;0.11;0.09;0.05;2678.0;7
1744;168;0.02;0.11;0.05;0.04;2924.0;7
1745;169;0.01;0.07;0.06;0.02;4976.0;7
1746;170;0.01;0.06;0.04;0.12;5037.0;7
1747;171;0.01;0.04;0.11;0.15;4820.0;7
1748;172;0.01;0.04;0.03;0.06;4903.0;7
1749;173;0.01;0.03;0.09;0.02;4966.0;7
1750;174;0.01;0.04;0.06;0.05;4896.0;7
1751;175;0.01;0.08;0.04;0.02;4633.0;7
1752;176;0.01;0.09;0.09;0.25;2590.0;7
1753;177;0.01;0.07;0.06;0.1;5328.0;7
1754;178;0.01;0.04;0.06;0.02;4951.0;7
1755;179;0.01;0.05;0.04;0.02;4837.0;7
1756;180;0.01;0.06;0.06;0.05;2841.0;7
1757;181;0.01;0.04;0.06;0.05;4919.0;7
1758;182;0.01;0.04;0.06;0.19;4949.0;7
1759;183;0.02;0.04;0.03;0.05;2921.0;7
1760;184;0.01;0.02;0.05;0.02;4902.0;7
1761;185;0.01;0.03;0.02;0.02;2922.0;7
1762;186;0.01;0.04;0.08;0.1;4881.0;7
1763;187;0.01;0.07;0.09;0.19;2827.0;7
1764;188;0.01;0.03;0.04;0.02;4968.0;7
1765;189;0.01;0.05;0.04;0.02;2946.0;7
1766;190;0.01;0.02;0.02;0.02;4885.0;7
1767;191;0.01;0.03;0.02;0.01;5141.0;7
1768;192;0.02;0.05;0.04;0.04;2952.0;7
1769;193;0.01;0.05;0.06;0.02;4900.0;7
1770;194;0.02;0.07;0.16;0.05;2866.0;7
1771;195;0.01;0.03;0.07;0.02;4895.0;7
1772;196;0.01;0.03;0.07;0.09;4911.0;7
1773;197;0.01;0.05;0.07;0.08;2948.0;7
1774;198;0.01;0.06;0.05;0.05;5023.0;7
1775;199;0.01;0.03;0.02;0.02;4922.0;7
1776;200;0.02;0.04;0.03;0.11;2829.0;7
1777;201;0.02;0.08;0.05;0.02;2845.0;7
1778;202;0.01;0.04;0.04;0.04;2916.0;7
1779;203;0.01;0.05;0.06;0.1;4931.0;7
1780;204;0.01;0.02;0.04;0.02;4947.0;7
1781;205;0.01;0.03;0.04;0.02;5026.0;7
1782;206;0.02;0.08;0.06;0.1;3030.0;7
1783;207;0.01;0.09;0.05;0.02;3038.0;7
1784;208;0.02;0.09;0.08;0.13;3024.0;7
1785;209;0.02;0.07;0.09;0.03;2882.0;7
1786;210;0.01;0.04;0.03;0.01;4893.0;7
1787;211;0.01;0.12;0.06;0.04;4855.0;7
1788;212;0.01;0.06;0.08;0.05;4905.0;7
1789;213;0.02;0.06;0.08;0.1;2999.0;7
1790;214;0.01;0.03;0.04;0.02;4921.0;7
1791;215;0.02;0.08;0.09;0.04;2954.0;7
1792;216;0.01;0.08;0.05;0.05;2969.0;7
1793;217;0.01;0.05;0.07;0.04;5053.0;7
1794;218;0.01;0.03;0.03;0.02;4909.0;7
1795;219;0.01;0.04;0.02;0.02;4925.0;7
1796;220;0.01;0.04;0.04;0.02;4739.0;7
1797;221;0.01;0.02;0.03;0.02;4915.0;7
1798;222;0.01;0.06;0.06;0.04;2890.0;7
1799;223;0.02;0.04;0.04;0.03;2912.0;7
1800;224;0.01;0.05;0.08;0.12;5140.0;7
1801;225;0.01;0.04;0.06;0.02;4812.0;7
1802;226;0.01;0.02;0.02;0.02;4852.0;7
1803;227;0.01;0.04;0.04;0.02;4963.0;7
1804;228;0.01;0.05;0.05;0.02;2919.0;7
1805;229;0.01;0.03;0.04;0.02;4956.0;7
1806;230;0.01;0.04;0.04;0.05;4850.0;7
1807;231;0.01;0.03;0.03;0.03;2853.0;7
1808;232;0.01;0.04;0.03;0.02;4940.0;7
1809;233;0.01;0.03;0.03;0.11;5045.0;7
1810;234;0.01;0.04;0.04;0.05;4972.0;7
1811;235;0.01;0.05;0.05;0.05;4953.0;7
1812;236;0.01;0.03;0.02;0.02;4956.0;7
1813;237;0.01;0.04;0.07;0.02;5062.0;7
1814;238;0.01;0.04;0.1;0.18;4952.0;7
1815;239;0.01;0.03;0.07;0.08;4990.0;7
1816;240;0.01;0.03;0.03;0.04;5008.0;7
1817;241;0.01;0.04;0.02;0.02;4952.0;7
1818;242;0.01;0.03;0.08;0.1;4935.0;7
1819;243;0.01;0.07;0.02;0.02;5017.0;7
1820;244;0.01;0.04;0.02;0.02;4808.0;7
1821;245;0.01;0.03;0.03;0.02;4885.0;7
1822;246;0.01;0.03;0.03;0.03;4982.0;7
1823;247;0.01;0.03;0.03;0.01;5033.0;7
1824;248;0.01;0.02;0.02;0.02;4879.0;7
1825;249;0.01;0.04;0.05;0.02;4809.0;7
1826;250;0.02;0.03;0.04;0.04;2926.0;7
1827;251;0.01;0.03;0.02;0.03;4942.0;7
1828;252;0.01;0.02;0.02;0.02;4885.0;7
1829;253;0.01;0.03;0.03;0.02;4892.0;7
1830;254;0.01;0.03;0.03;0.04;2868.0;7
1831;255;0.01;0.05;0.06;0.05;4874.0;7
1832;256;0.01;0.03;0.05;0.05;4983.0;7
1833;257;0.01;0.03;0.04;0.05;4819.0;7
1834;258;0.01;0.04;0.02;0.01;4926.0;7
1835;259;0.01;0.04;0.03;0.01;4994.0;7
1836;260;0.01;0.02;0.04;0.02;5013.0;7
1837;261;0.01;0.03;0.03;0.02;4933.0;7
1838;262;0.01;0.02;0.03;0.02;5042.0;7
1839;263;32.85;33.33;36.81;39.4;38.0;7
1840;264;16.85;19.28;19.3;17.99;39.0;7
1841;1;0.15;0.95;1.0;1.06;1118.0;8
1842;2;0.02;0.24;0.19;0.28;2196.0;8
1843;3;0.1;0.38;0.34;0.33;1385.0;8
1844;4;1.2;2.27;2.57;2.32;320.0;8
1845;5;8.99;12.77;12.91;12.7;219.0;8
1846;6;0.02;0.38;0.46;0.33;988.0;8
1847;7;0.15;0.84;0.78;0.4;348.0;8
1848;8;0.01;0.11;0.07;0.04;7092.0;8
1849;9;0.01;0.11;0.14;0.19;4363.0;8
1850;10;0.1;0.37;0.37;0.3;1199.0;8
1851;11;24.0;28.6;29.24;27.2;150.0;8
1852;12;5.99;8.07;8.09;9.11;220.0;8
1853;13;0.05;0.8;0.85;0.57;440.0;8
1854;14;0.19;0.49;0.54;0.8;766.0;8
1855;15;3.99;5.33;5.05;5.13;317.0;8
1856;16;0.35;1.17;1.48;1.49;2099.0;8
1857;17;1.0;2.23;2.44;2.07;356.0;8
1858;18;4.99;7.53;7.31;6.0;248.0;8
1859;19;0.1;0.52;0.43;0.55;963.0;8
1860;20;7.95;9.63;9.31;10.33;286.0;8
1861;21;0.6;1.39;1.52;1.0;250.0;8
1862;22;0.5;1.85;1.92;2.08;353.0;8
1863;23;0.19;0.71;0.74;0.61;562.0;8
1864;24;16.5;22.77;23.13;23.36;145.0;8
1865;25;17.0;19.02;20.56;19.5;147.0;8
1866;26;1.4;2.57;2.56;2.74;438.0;8
1867;27;1.98;3.05;3.01;2.66;220.0;8
1868;28;0.02;0.12;0.11;0.08;3743.0;8
1869;29;1.0;2.24;2.43;2.24;393.0;8
1870;30;1.5;2.58;2.5;2.6;383.0;8
1871;31;10.0;14.64;14.32;15.99;216.0;8
1872;32;8.0;11.75;12.07;13.48;225.0;8
1873;33;2.99;4.85;5.23;4.4;240.0;8
1874;34;1.87;3.33;3.49;4.1;372.0;8
1875;35;3.28;5.45;5.29;4.4;306.0;8
1876;36;3.49;4.57;4.53;4.9;373.0;8
1877;37;0.01;0.16;0.16;0.05;3693.0;8
1878;38;0.6;1.94;2.35;2.3;286.0;8
1879;39;0.15;0.66;0.72;1.51;585.0;8
1880;40;0.1;0.66;0.65;0.58;655.0;8
1881;41;0.1;0.3;0.25;0.17;1570.0;8
1882;42;3.5;5.82;5.88;5.61;326.0;8
1883;43;0.1;0.47;0.54;0.27;1355.0;8
1884;44;0.01;0.1;0.15;0.14;4034.0;8
1885;45;9.99;9.73;11.71;12.0;363.0;8
1886;46;0.1;0.4;0.4;0.35;1137.0;8
1887;47;0.1;0.46;0.44;0.45;1176.0;8
1888;48;0.02;0.33;0.34;0.35;1688.0;8
1889;49;0.05;0.31;0.3;0.2;1293.0;8
1890;50;0.2;0.92;0.91;0.5;328.0;8
1891;51;20.51;23.94;25.78;24.99;164.0;8
1892;52;0.02;0.2;0.15;0.15;3026.0;8
1893;53;4.45;8.74;9.88;10.95;151.0;8
1894;54;0.01;0.08;0.09;0.05;5158.0;8
1895;55;0.02;0.19;0.18;0.14;2849.0;8
1896;56;0.95;1.65;1.55;1.57;532.0;8
1897;57;0.02;0.14;0.15;0.15;2123.0;8
1898;58;0.02;0.14;0.13;0.12;1837.0;8
1899;59;5.0;7.15;7.58;6.5;228.0;8
1900;60;0.02;0.25;0.3;0.31;1855.0;8
1901;61;0.02;0.13;0.04;0.02;3429.0;8
1902;62;20.0;27.37;25.68;26.95;158.0;8
1903;63;1.5;2.52;2.21;2.29;205.0;8
1904;64;0.09;0.43;0.24;0.45;1382.0;8
1905;65;0.08;0.32;0.39;0.33;1550.0;8
1906;66;11.45;17.93;19.51;19.99;232.0;8
1907;67;0.49;0.95;1.03;1.11;856.0;8
1908;68;0.04;0.23;0.21;0.22;1836.0;8
1909;69;38.94;44.21;44.91;40.47;152.0;8
1910;70;16.49;21.62;22.5;23.84;166.0;8
1911;71;0.09;0.26;0.35;0.74;2075.0;8
1912;72;0.02;0.18;0.23;0.2;1727.0;8
1913;73;0.1;0.36;0.4;0.2;1312.0;8
1914;74;0.01;0.14;0.23;0.09;3604.0;8
1915;75;1.4;2.29;2.31;1.99;881.0;8
1916;76;0.05;0.19;0.14;0.07;1967.0;8
1917;77;0.04;0.31;0.22;0.31;1755.0;8
1918;78;0.05;0.35;0.33;0.31;1849.0;8
1919;79;0.02;0.13;0.13;0.19;2834.0;8
1920;80;0.01;0.12;0.14;0.1;2582.0;8
1921;81;0.02;0.16;0.15;0.15;1899.0;8
1922;82;0.01;0.08;0.08;0.25;4398.0;8
1923;83;0.02;0.1;0.13;0.05;3549.0;8
1924;84;0.02;0.16;0.15;0.15;2653.0;8
1925;85;4.44;6.26;5.69;7.31;322.0;8
1926;86;0.19;0.46;0.36;0.25;1054.0;8
1927;87;0.05;0.29;0.28;0.31;1987.0;8
1928;88;0.01;0.14;0.12;0.09;2334.0;8
1929;89;0.02;0.13;0.15;0.23;1948.0;8
1930;90;1.73;2.76;2.8;2.5;382.0;8
1931;91;0.02;0.17;0.21;0.15;3287.0;8
1932;92;15.88;19.64;20.18;19.5;220.0;8
1933;93;0.02;0.07;0.09;0.05;2685.0;8
1934;94;0.01;0.05;0.05;0.05;4952.0;8
1935;95;5.0;7.21;6.76;6.0;611.0;8
1936;96;0.02;0.15;0.13;0.1;2785.0;8
1937;97;0.01;0.09;0.04;0.02;4645.0;8
1938;98;0.02;0.14;0.14;0.14;2240.0;8
1939;99;0.08;0.46;0.54;0.59;901.0;8
1940;100;1.0;1.98;1.82;2.2;1032.0;8
1941;101;0.02;0.13;0.05;0.09;2425.0;8
1942;102;0.02;0.11;0.11;0.14;2645.0;8
1943;103;0.02;0.09;0.09;0.15;2476.0;8
1944;104;0.01;0.08;0.1;0.1;4698.0;8
1945;105;1.2;2.24;1.87;2.45;490.0;8
1946;106;0.02;0.11;0.12;0.45;2499.0;8
1947;107;0.01;0.14;0.12;0.14;3074.0;8
1948;108;0.01;0.12;0.09;0.07;2715.0;8
1949;109;0.05;0.15;0.14;0.2;2642.0;8
1950;110;0.02;0.21;0.23;0.18;1659.0;8
1951;111;0.01;0.06;0.09;0.1;4930.0;8
1952;112;0.02;0.15;0.09;0.02;2616.0;8
1953;113;0.01;0.05;0.04;0.02;4458.0;8
1954;114;0.02;0.12;0.11;0.25;2378.0;8
1955;115;0.01;0.12;0.12;0.06;2166.0;8
1956;116;0.02;0.12;0.08;0.25;2783.0;8
1957;117;1.25;1.76;1.62;1.92;822.0;8
1958;118;0.02;0.13;0.14;0.25;2450.0;8
1959;119;0.01;0.13;0.12;0.15;3033.0;8
1960;120;0.01;0.11;0.13;0.02;4909.0;8
1961;121;0.01;0.12;0.12;0.05;3310.0;8
1962;122;0.02;0.13;0.13;0.25;2698.0;8
1963;123;0.01;0.05;0.05;0.25;4623.0;8
1964;124;0.01;0.14;0.23;0.49;3050.0;8
1965;125;0.01;0.03;0.02;0.05;4885.0;8
1966;126;0.01;0.03;0.04;0.02;4770.0;8
1967;127;0.01;0.06;0.06;0.07;4941.0;8
1968;128;0.02;0.07;0.06;0.05;2872.0;8
1969;129;0.02;0.26;0.25;0.75;1041.0;8
1970;130;0.05;0.29;0.42;0.85;954.0;8
1971;131;0.01;0.06;0.06;0.05;4874.0;8
1972;132;0.1;0.28;0.24;0.15;1672.0;8
1973;133;0.01;0.05;0.05;0.04;4862.0;8
1974;134;0.01;0.09;0.05;0.06;2888.0;8
1975;135;0.02;0.12;0.13;0.11;1921.0;8
1976;136;0.01;0.06;0.05;0.04;4624.0;8
1977;137;0.01;0.05;0.05;0.05;4868.0;8
1978;138;0.01;0.07;0.07;0.12;4984.0;8
1979;139;0.02;0.11;0.09;0.06;2689.0;8
1980;140;0.01;0.03;0.04;0.05;4915.0;8
1981;141;0.02;0.06;0.06;0.1;2738.0;8
1982;142;0.02;0.07;0.08;0.08;2818.0;8
1983;143;0.02;0.1;0.17;0.1;3208.0;8
1984;144;0.02;0.06;0.08;0.14;2745.0;8
1985;145;0.01;0.06;0.03;0.1;4837.0;8
1986;146;0.02;0.07;0.1;0.08;2616.0;8
1987;147;0.02;0.08;0.07;0.07;2746.0;8
1988;148;0.01;0.02;0.02;0.02;2914.0;8
1989;149;0.01;0.04;0.03;0.05;5473.0;8
1990;150;0.01;0.07;0.07;0.07;2914.0;8
1991;151;0.01;0.05;0.05;0.02;2874.0;8
1992;152;0.01;0.07;0.06;0.05;2800.0;8
1993;153;0.01;0.06;0.08;0.09;4889.0;8
1994;154;0.01;0.06;0.08;0.05;5648.0;8
1995;155;0.01;0.09;0.16;0.3;4939.0;8
1996;156;0.01;0.04;0.03;0.02;4922.0;8
1997;157;0.02;0.1;0.15;0.11;2701.0;8
1998;158;0.01;0.05;0.04;0.02;4852.0;8
1999;159;0.02;0.06;0.05;0.05;2824.0;8
2000;160;0.01;0.04;0.04;0.05;4912.0;8
2001;161;0.01;0.05;0.06;0.07;4956.0;8
2002;162;0.01;0.06;0.07;0.07;2986.0;8
2003;163;0.02;0.08;0.12;0.06;2952.0;8
2004;164;0.01;0.06;0.1;0.1;4756.0;8
